"mass","coupling"
2.49454182393000821e-33,5.04731102945213164e-13
2.51020199678835196e-33,5.04731102945213164e-13
2.52596048069187476e-33,5.04731102945213164e-13
2.54181789281519957e-33,5.04731102945213164e-13
2.55777485420749515e-33,5.04731102945213164e-13
2.57383198981667477e-33,5.04731102945213164e-13
2.58998992851393423e-33,5.04731102945213164e-13
2.60624930311844538e-33,5.04731102945213164e-13
2.62261075042199001e-33,5.04731102945213164e-13
2.63907491121407289e-33,5.04731102945213164e-13
2.65564243030686607e-33,5.04731102945213164e-13
2.67231395656052646e-33,5.04731102945213164e-13
2.68909014290867582e-33,5.04731102945213164e-13
2.70597164638384099e-33,5.04731102945213164e-13
2.72295912814324936e-33,5.04731102945213164e-13
2.7400532534947934e-33,5.04731102945213164e-13
2.75725469192292821e-33,5.04731102945213164e-13
2.77456411711507315e-33,5.04731102945213164e-13
2.79198220698783638e-33,5.04731102945213164e-13
2.8095096437136354e-33,5.04731102945213164e-13
2.82714711374748106e-33,5.04731102945213164e-13
2.84489530785372481e-33,5.04731102945213164e-13
2.86275492113318217e-33,5.04731102945213164e-13
2.88072665305042511e-33,5.04731102945213164e-13
2.89881120746101272e-33,5.04731102945213164e-13
2.91700929263924616e-33,5.04731102945213164e-13
2.93532162130574206e-33,5.04731102945213164e-13
2.95374891065541585e-33,5.04731102945213164e-13
2.97229188238564522e-33,5.04731102945213164e-13
2.99095126272438825e-33,5.04731102945213164e-13
3.00972778245869835e-33,5.04731102945213164e-13
3.02862217696342064e-33,5.04731102945213164e-13
3.04763518622984392e-33,5.04731102945213164e-13
3.06676755489475445e-33,5.04731102945213164e-13
3.08602003226967785e-33,5.04731102945213164e-13
3.10539337237004716e-33,5.04731102945213164e-13
3.1248883339449366e-33,5.04731102945213164e-13
3.14450568050660064e-33,5.04731102945213164e-13
3.16424618036045059e-33,5.04731102945213164e-13
3.18411060663522473e-33,5.04731102945213164e-13
3.20409973731311259e-33,5.04731102945213164e-13
3.22421435526030016e-33,5.04731102945213164e-13
3.24445524825770943e-33,5.04731102945213164e-13
3.26482320903169643e-33,5.04731102945213164e-13
3.2853190352851739e-33,5.04731102945213164e-13
3.30594352972893494e-33,5.04731102945213164e-13
3.32669750011290202e-33,5.04731102945213164e-13
3.34758175925797959e-33,5.04731102945213164e-13
3.36859712508769655e-33,5.04731102945213164e-13
3.38974442066032223e-33,5.04731102945213164e-13
3.41102447420118256e-33,5.04731102945213164e-13
3.43243811913493546e-33,5.04731102945213164e-13
3.45398619411828708e-33,5.04731102945213164e-13
3.47566954307292986e-33,5.04731102945213164e-13
3.49748901521842111e-33,5.04731102945213164e-13
3.51944546510552592e-33,5.04731102945213164e-13
3.54153975264977607e-33,5.04731102945213164e-13
3.56377274316494145e-33,5.04731102945213164e-13
3.58614530739715469e-33,5.04731102945213164e-13
3.60865832155881022e-33,5.04731102945213164e-13
3.63131266736296509e-33,5.04731102945213164e-13
3.65410923205796318e-33,5.04731102945213164e-13
3.67704890846200278e-33,5.04731102945213164e-13
3.70013259499819651e-33,5.04731102945213164e-13
3.72336119572984267e-33,5.04731102945213164e-13
3.74673562039565931e-33,5.04731102945213164e-13
3.77025678444549419e-33,5.04731102945213164e-13
